City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
271,Zemio,5.0314,25.1361,68.32,99,100,3.22,CF,overcast clouds
272,Los Llanos De Aridane,28.6585,-17.9182,71.35,92,0,11.5,ES,clear sky
273,Belaya Gora,68.5333,146.4167,53.19,50,100,13.82,RU,overcast clouds
274,Mount Darwin,-16.7725,31.5838,57.4,65,0,4.21,ZW,clear sky
275,Umrala,21.8333,71.8167,83.89,66,65,7.7,IN,broken clouds
276,Nyagan,62.1406,65.3936,39.6,97,93,3.44,RU,overcast clouds
277,Sol-Iletsk,51.1631,54.9918,49.23,55,97,6.04,RU,overcast clouds
278,Morondava,-20.2833,44.2833,71.26,67,0,11.36,MG,clear sky
279,San Quintin,30.4833,-115.95,82.83,63,5,11.48,MX,clear sky
280,Anekal,12.7,77.7,66.92,96,100,8.75,IN,overcast clouds
281,Vila Nova De Milfontes,37.7238,-8.7828,66.25,92,31,4.5,PT,scattered clouds
282,Juba,4.8517,31.5825,72.3,82,23,3.69,SS,few clouds
283,Barrow,71.2906,-156.7887,48.22,66,0,8.05,US,clear sky
284,Panaba,21.2833,-88.2667,86.13,64,69,11.86,MX,broken clouds
285,Udachnyy,66.4167,112.4,36.05,95,78,6.15,RU,broken clouds
286,Abnub,27.2696,31.1511,82.92,43,0,10.45,EG,clear sky
287,Bandarbeyla,9.4942,50.8122,76.93,75,6,26.75,SO,clear sky
288,Cap-Aux-Meules,47.3821,-61.8597,63.64,53,5,1.03,CA,clear sky
289,Puerto Del Rosario,28.5004,-13.8627,73.15,78,20,13.8,ES,few clouds
290,Rawson,-43.3002,-65.1023,44.82,58,97,15.59,AR,overcast clouds
291,Odienne,9.51,-7.5692,71.82,95,100,3.94,CI,overcast clouds
292,Capinopolis,-18.6819,-49.5697,84.45,23,10,5.5,BR,clear sky
293,Mama,58.3106,112.8986,41.77,92,88,5.06,RU,overcast clouds
294,Stromness,58.965,-3.296,58.96,93,41,13.0,GB,scattered clouds
295,Vao,-22.6667,167.4833,69.26,71,14,14.58,NC,few clouds
296,Bengkulu,-3.8004,102.2655,73.4,89,100,2.93,ID,overcast clouds
297,Bereznik,62.8551,42.7072,39.96,92,95,5.95,RU,overcast clouds
298,Nanortalik,60.1432,-45.2371,43.93,92,26,4.09,GL,scattered clouds
299,Asfi,32.2994,-9.2372,69.94,78,18,20.42,MA,few clouds
300,Mayo,38.8876,-76.5119,72.03,93,100,5.99,US,overcast clouds
301,Hay River,60.8156,-115.7999,52.72,58,100,10.8,CA,overcast clouds
302,Dali,25.7,100.1833,58.42,79,87,2.28,CN,overcast clouds
303,Numan,9.4667,12.0333,75.24,88,64,5.14,NG,broken clouds
304,Kahului,20.8947,-156.47,86.97,76,15,11.01,US,few clouds
305,Chuy,-33.6971,-53.4616,58.15,93,11,6.17,UY,few clouds
306,Saskylakh,71.9167,114.0833,36.73,84,98,7.27,RU,overcast clouds
307,Mandalgovi,45.7625,106.2708,60.33,33,4,5.99,MN,clear sky
308,Codrington,-38.2667,141.9667,55.42,95,100,18.28,AU,light rain
309,Oranjemund,-28.55,16.4333,55.24,89,0,5.93,NA,clear sky
310,Chokurdakh,70.6333,147.9167,53.02,54,100,10.45,RU,overcast clouds
311,Guerrero Negro,27.9769,-114.0611,83.97,60,89,24.83,MX,overcast clouds
312,Shipitsyno,61.2806,46.5208,39.6,97,100,8.68,RU,light rain
313,Boguchany,58.3814,97.4531,51.78,98,100,4.38,RU,overcast clouds
314,Guatire,10.4762,-66.5427,83.19,78,89,2.8,VE,overcast clouds
315,Karratha,-20.7377,116.8463,64.76,62,1,5.08,AU,clear sky
316,Rorvik,64.8621,11.2373,50.11,81,0,4.61,NO,clear sky
317,Najran,17.4924,44.1277,80.26,21,5,2.59,SA,clear sky
318,Kimberley,-28.7323,24.7623,59.83,16,0,5.95,ZA,clear sky
319,Aklavik,68.2191,-135.0107,46.0,59,100,3.85,CA,overcast clouds
320,Tete,-16.1564,33.5867,75.78,47,63,10.42,MZ,broken clouds
321,Saint George,37.1041,-113.5841,106.79,16,1,8.99,US,clear sky
322,Opuwo,-18.0607,13.84,71.62,24,0,3.89,NA,clear sky
323,Gariaband,20.635,82.0614,74.98,94,100,2.77,IN,overcast clouds
324,Cabo San Lucas,22.8909,-109.9124,81.05,85,100,11.01,MX,overcast clouds
325,Kushima,31.4583,131.2333,74.12,73,87,4.68,JP,overcast clouds
